Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Fe,Co,Cr,Mn,Ni,Comp_point,Unit [at% or wt%],Database,PROP LT (K),PROP ST (K),Prop Solidus Density (g/cm3),Prop Solidus Electric conductivity (S/m),Prop Solidus Electric resistivity (Ohm m),Prop Solidus Heat capacity (J/(mol K)),Prop Solidus Thermal conductivity (W/(mK)),Prop Solidus Thermal diffusivity (m2/s),Prop Solidus Thermal resistivity (mK/W),Prop Liquidus Density (g/cm3),Prop Liquidus Electric conductivity (S/m),Prop Liquidus Electric resistivity (Ohm m),Prop Liquidus Heat capacity (J/(mol K)),Prop Liquidus Thermal conductivity (W/(mK)),Prop Liquidus Thermal diffusivity (m2/s),Prop Liquidus Thermal resistivity (mK/W),Prop RT Density (g/cm3),Prop RT Electric conductivity (S/m),Prop RT Electric resistivity (Ohm m),Prop RT Heat capacity (J/(mol K)),Prop RT Thermal conductivity (W/(mK)),Prop RT Thermal diffusivity (m2/s),Prop RT Thermal resistivity (mK/W),"PROP Thermal Cond,RT_S (mK/W)","PROP Thermal Cond,RT_L (mK/W)",Prop AVG Thermal conductivity (W/(mK)),Crack Coefficient,EQUIL RT H (J),EQUIL RT H (J/mol),EQUIL RT Thermal Conductivity (W/mK),EQUIL RT DVIS (Pa-s),EQUIL RT KVIS (m2/s),EQUIL RT Density (g/cc),EQUIL Mass (g/mol),EQUIL RT Surface Tension (N/m),EQUIL Solidus H (J/mol),EQUIL Solidus H (J),EQUIL Solidus Thermal Conductivity (W/mK),EQUIL Solidus Density (g/cc),EQUIL Solidus DVIS (Pa-s),EQUIL Solidus KVIS (m2/s),EQUIL Solidus Surface Tension (N/m),EQUIL Liquidus H (J/mol),EQUIL Liquidus H (J),EQUIL Liquidus Thermal Conductivity (W/mK),EQUIL Liquidus DVIS (Pa-s),EQUIL Lquidus KVIS (m2/s),EQUIL Liquidus Density (g/cc),EQUIL Liquidus Surface Tension (N/m),Latent Heat Fusion (J),Kou Criteria
0,0,178,20,20,20,20,20,,at%,TCHEA6,1594.875647,1556.559084,7.275622954,455251.609,2.20E-06,39.2681002,24.73000777,4.85E-06,0.040436704,6.986877826,554038.1726,1.80E-06,41.68433569,20.19319908,3.89E-06,0.049521623,8.247085824,763735.049,1.31E-06,24.84556458,7.185460137,1.97E-06,0.139169932,16.61869623,16.76255269,21.37247897,0.889197874,-11093.31259,-11093.31259,13.48467814,1515.795039,0.181988741,8.022634756,56.0808,1.396938664,43525.06753,43525.06753,24.71292935,7.277044181,0.007843157,1.13E-06,1.474586427,58328.41809,58328.41809,20.20495189,0.007491009,1.07E-06,6.98419819,1.534813457,12309.13789,320.1521252
